# time translation_x translation_y translation_z quaternion_w quaternion_x quaternion_y quaternion_z
0.002417 0.000000 0.019971 0.000000 1.000000 0.000000 0.000000 0.000000
0.002438 0.000000 0.019971 0.000000 1.000000 0.000000 0.000000 0.000000
0.002458 0.000000 0.019970 0.000000 1.000000 0.000000 0.000000 0.000000
0.002479 0.000000 0.019970 0.000000 1.000000 0.000000 0.000000 0.000000
0.002500 0.000000 0.019969 0.000000 1.000000 0.000000 0.000000 0.000000
0.002521 0.000000 0.019969 0.000000 1.000000 0.000000 0.000000 0.000000
0.002542 0.000000 0.019968 0.000000 1.000000 0.000000 0.000000 0.000000
0.002563 0.000000 0.019968 0.000000 1.000000 0.000000 0.000000 0.000000
0.002583 0.000000 0.019967 0.000000 1.000000 0.000000 0.000000 0.000000
0.002604 0.000000 0.019967 0.000000 1.000000 0.000000 0.000000 0.000000
0.002625 0.000000 0.019966 0.000000 1.000000 0.000000 0.000000 0.000000
0.002646 0.000000 0.019965 0.000000 1.000000 0.000000 0.000000 0.000000
0.002667 0.000000 0.019965 0.000000 1.000000 0.000000 0.000000 0.000000
0.002687 0.000000 0.019964 0.000000 1.000000 0.000000 0.000000 0.000000
0.002708 0.000000 0.019964 0.000000 1.000000 0.000000 0.000000 0.000000
0.002729 0.000000 0.019963 0.000000 1.000000 0.000000 0.000000 0.000000
0.002750 0.000000 0.019963 0.000000 1.000000 0.000000 0.000000 0.000000
0.002771 0.000000 0.019962 0.000000 1.000000 0.000000 0.000000 0.000000
0.002792 0.000000 0.019962 0.000000 1.000000 0.000000 0.000000 0.000000
0.002812 0.000000 0.019961 0.000000 1.000000 0.000000 0.000000 0.000000
0.002833 0.000000 0.019960 0.000000 1.000000 0.000000 0.000000 0.000000
0.002854 0.000000 0.019960 0.000000 1.000000 0.000000 0.000000 0.000000
0.002875 0.000000 0.019959 0.000000 1.000000 0.000000 0.000000 0.000000
0.002896 0.000000 0.019959 0.000000 1.000000 0.000000 0.000000 0.000000
0.002917 0.000000 0.019958 0.000000 1.000000 0.000000 0.000000 0.000000
0.002937 0.000000 0.019957 0.000000 1.000000 0.000000 0.000000 0.000000
0.002958 0.000000 0.019957 0.000000 1.000000 0.000000 0.000000 0.000000
0.002979 0.000000 0.019956 0.000000 1.000000 0.000000 0.000000 0.000000
0.003000 0.000000 0.019956 0.000000 1.000000 0.000000 0.000000 0.000000
0.003021 0.000000 0.019955 0.000000 1.000000 0.000000 0.000000 0.000000
0.003042 0.000000 0.019954 0.000000 1.000000 0.000000 0.000000 0.000000
0.003062 0.000000 0.019954 0.000000 1.000000 0.000000 0.000000 0.000000
0.003083 0.000000 0.019953 0.000000 1.000000 0.000000 0.000000 0.000000
0.003104 0.000000 0.019952 0.000000 1.000000 0.000000 0.000000 0.000000
0.003125 0.000000 0.019952 0.000000 1.000000 0.000000 0.000000 0.000000
0.003146 0.000000 0.019951 0.000000 1.000000 0.000000 0.000000 0.000000
0.003167 0.000000 0.019951 0.000000 1.000000 0.000000 0.000000 0.000000
0.003187 0.000000 0.019950 0.000000 1.000000 0.000000 0.000000 0.000000
0.003208 0.000000 0.019949 0.000000 1.000000 0.000000 0.000000 0.000000
0.003229 0.000000 0.019949 0.000000 1.000000 0.000000 0.000000 0.000000
0.003250 0.000000 0.019948 0.000000 1.000000 0.000000 0.000000 0.000000
0.003271 0.000000 0.019947 0.000000 1.000000 0.000000 0.000000 0.000000
0.003292 0.000000 0.019947 0.000000 1.000000 0.000000 0.000000 0.000000
0.003312 0.000000 0.019946 0.000000 1.000000 0.000000 0.000000 0.000000
0.003333 0.000000 0.019945 0.000000 1.000000 0.000000 0.000000 0.000000
0.003354 0.000000 0.019945 0.000000 1.000000 0.000000 0.000000 0.000000
0.003375 0.000000 0.019944 0.000000 1.000000 0.000000 0.000000 0.000000
0.003396 0.000000 0.019943 0.000000 1.000000 0.000000 0.000000 0.000000
0.003417 0.000000 0.019942 0.000000 1.000000 0.000000 0.000000 0.000000
0.003437 0.000000 0.019942 0.000000 1.000000 0.000000 0.000000 0.000000
0.003458 0.000000 0.019941 0.000000 1.000000 0.000000 0.000000 0.000000
0.003479 0.000000 0.019940 0.000000 1.000000 0.000000 0.000000 0.000000
0.003500 0.000000 0.019940 0.000000 1.000000 0.000000 0.000000 0.000000
0.003521 0.000000 0.019939 0.000000 1.000000 0.000000 0.000000 0.000000
0.003542 0.000000 0.019938 0.000000 1.000000 0.000000 0.000000 0.000000
0.003562 0.000000 0.019937 0.000000 1.000000 0.000000 0.000000 0.000000
0.003583 0.000000 0.019937 0.000000 1.000000 0.000000 0.000000 0.000000
0.003604 0.000000 0.019936 0.000000 1.000000 0.000000 0.000000 0.000000
0.003625 0.000000 0.019935 0.000000 1.000000 0.000000 0.000000 0.000000
0.003646 0.000000 0.019934 0.000000 1.000000 0.000000 0.000000 0.000000
0.003667 0.000000 0.019934 0.000000 1.000000 0.000000 0.000000 0.000000
0.003687 0.000000 0.019933 0.000000 1.000000 0.000000 0.000000 0.000000
0.003708 0.000000 0.019932 0.000000 1.000000 0.000000 0.000000 0.000000
0.003729 0.000000 0.019931 0.000000 1.000000 0.000000 0.000000 0.000000
0.003750 0.000000 0.019931 0.000000 1.000000 0.000000 0.000000 0.000000
0.003771 0.000000 0.019930 0.000000 1.000000 0.000000 0.000000 0.000000
0.003792 0.000000 0.019929 0.000000 1.000000 0.000000 0.000000 0.000000
0.003812 0.000000 0.019928 0.000000 1.000000 0.000000 0.000000 0.000000
0.003833 0.000000 0.019928 0.000000 1.000000 0.000000 0.000000 0.000000
0.003854 0.000000 0.019927 0.000000 1.000000 0.000000 0.000000 0.000000
0.003875 0.000000 0.019926 0.000000 1.000000 0.000000 0.000000 0.000000
0.003896 0.000000 0.019925 0.000000 1.000000 0.000000 0.000000 0.000000
0.003917 0.000000 0.019924 0.000000 1.000000 0.000000 0.000000 0.000000
0.003937 0.000000 0.019924 0.000000 1.000000 0.000000 0.000000 0.000000
0.003958 0.000000 0.019923 0.000000 1.000000 0.000000 0.000000 0.000000
0.003979 0.000000 0.019922 0.000000 1.000000 0.000000 0.000000 0.000000
0.004000 0.000000 0.019921 0.000000 1.000000 0.000000 0.000000 0.000000
0.004021 0.000000 0.019920 0.000000 1.000000 0.000000 0.000000 0.000000
0.004042 0.000000 0.019920 0.000000 1.000000 0.000000 0.000000 0.000000
0.004062 0.000000 0.019919 0.000000 1.000000 0.000000 0.000000 0.000000
0.004083 0.000000 0.019918 0.000000 1.000000 0.000000 0.000000 0.000000
0.004104 0.000000 0.019917 0.000000 1.000000 0.000000 0.000000 0.000000
0.004125 0.000000 0.019916 0.000000 1.000000 0.000000 0.000000 0.000000
0.004146 0.000000 0.019915 0.000000 1.000000 0.000000 0.000000 0.000000
0.004167 0.000000 0.019915 0.000000 1.000000 0.000000 0.000000 0.000000
0.004187 0.000000 0.019914 0.000000 1.000000 0.000000 0.000000 0.000000
0.004208 0.000000 0.019913 0.000000 1.000000 0.000000 0.000000 0.000000
0.004229 0.000000 0.019912 0.000000 1.000000 0.000000 0.000000 0.000000
0.004250 0.000000 0.019911 0.000000 1.000000 0.000000 0.000000 0.000000
0.004271 0.000000 0.019910 0.000000 1.000000 0.000000 0.000000 0.000000
0.004292 0.000000 0.019909 0.000000 1.000000 0.000000 0.000000 0.000000
0.004312 0.000000 0.019908 0.000000 1.000000 0.000000 0.000000 0.000000
0.004333 0.000000 0.019908 0.000000 1.000000 0.000000 0.000000 0.000000
0.004354 0.000000 0.019907 0.000000 1.000000 0.000000 0.000000 0.000000
0.004375 0.000000 0.019906 0.000000 1.000000 0.000000 0.000000 0.000000
0.004396 0.000000 0.019905 0.000000 1.000000 0.000000 0.000000 0.000000
0.004417 0.000000 0.019904 0.000000 1.000000 0.000000 0.000000 0.000000
0.004437 0.000000 0.019903 0.000000 1.000000 0.000000 0.000000 0.000000
0.004458 0.000000 0.019902 0.000000 1.000000 0.000000 0.000000 0.000000
0.004479 0.000000 0.019901 0.000000 1.000000 0.000000 0.000000 0.000000
0.004500 0.000000 0.019900 0.000000 1.000000 0.000000 0.000000 0.000000
0.004521 0.000000 0.019899 0.000000 1.000000 0.000000 0.000000 0.000000
0.004542 0.000000 0.019898 0.000000 1.000000 0.000000 0.000000 0.000000
0.004563 0.000000 0.019898 0.000000 1.000000 0.000000 0.000000 0.000000
0.004583 0.000000 0.019897 0.000000 1.000000 0.000000 0.000000 0.000000
0.004604 0.000000 0.019896 0.000000 1.000000 0.000000 0.000000 0.000000
0.004625 0.000000 0.019895 0.000000 1.000000 0.000000 0.000000 0.000000
0.004646 0.000000 0.019894 0.000000 1.000000 0.000000 0.000000 0.000000
0.004667 0.000000 0.019893 0.000000 1.000000 0.000000 0.000000 0.000000
0.004688 0.000000 0.019892 0.000000 1.000000 0.000000 0.000000 0.000000
0.004708 0.000000 0.019891 0.000000 1.000000 0.000000 0.000000 0.000000
0.004729 0.000000 0.019890 0.000000 1.000000 0.000000 0.000000 0.000000
0.004750 0.000000 0.019889 0.000000 1.000000 0.000000 0.000000 0.000000
0.004771 0.000000 0.019888 0.000000 1.000000 0.000000 0.000000 0.000000
0.004792 0.000000 0.019887 0.000000 1.000000 0.000000 0.000000 0.000000
0.004813 0.000000 0.019886 0.000000 1.000000 0.000000 0.000000 0.000000
0.004833 0.000000 0.019885 0.000000 1.000000 0.000000 0.000000 0.000000
0.004854 0.000000 0.019884 0.000000 1.000000 0.000000 0.000000 0.000000
0.004875 0.000000 0.019883 0.000000 1.000000 0.000000 0.000000 0.000000
0.004896 0.000000 0.019882 0.000000 1.000000 0.000000 0.000000 0.000000
0.004917 0.000000 0.019881 0.000000 1.000000 0.000000 0.000000 0.000000
0.004938 0.000000 0.019880 0.000000 1.000000 0.000000 0.000000 0.000000
0.004958 0.000000 0.019879 0.000000 1.000000 0.000000 0.000000 0.000000
0.004979 0.000000 0.019878 0.000000 1.000000 0.000000 0.000000 0.000000
0.005000 0.000000 0.019877 0.000000 1.000000 0.000000 0.000000 0.000000
0.005021 0.000000 0.019876 0.000000 1.000000 0.000000 0.000000 0.000000
0.005042 0.000000 0.019875 0.000000 1.000000 0.000000 0.000000 0.000000
0.005063 0.000000 0.019874 0.000000 1.000000 0.000000 0.000000 0.000000
0.005083 0.000000 0.019873 0.000000 1.000000 0.000000 0.000000 0.000000
0.005104 0.000000 0.019872 0.000000 1.000000 0.000000 0.000000 0.000000
0.005125 0.000000 0.019871 0.000000 1.000000 0.000000 0.000000 0.000000
0.005146 0.000000 0.019870 0.000000 1.000000 0.000000 0.000000 0.000000
0.005167 0.000000 0.019869 0.000000 1.000000 0.000000 0.000000 0.000000
0.005188 0.000000 0.019868 0.000000 1.000000 0.000000 0.000000 0.000000
0.005208 0.000000 0.019867 0.000000 1.000000 0.000000 0.000000 0.000000
0.005229 0.000000 0.019865 0.000000 1.000000 0.000000 0.000000 0.000000
0.005250 0.000000 0.019864 0.000000 1.000000 0.000000 0.000000 0.000000
0.005271 0.000000 0.019863 0.000000 1.000000 0.000000 0.000000 0.000000
0.005292 0.000000 0.019862 0.000000 1.000000 0.000000 0.000000 0.000000
0.005313 0.000000 0.019861 0.000000 1.000000 0.000000 0.000000 0.000000
0.005333 0.000000 0.019860 0.000000 1.000000 0.000000 0.000000 0.000000
0.005354 0.000000 0.019859 0.000000 1.000000 0.000000 0.000000 0.000000
0.005375 0.000000 0.019858 0.000000 1.000000 0.000000 0.000000 0.000000
0.005396 0.000000 0.019857 0.000000 1.000000 0.000000 0.000000 0.000000
0.005417 0.000000 0.019856 0.000000 1.000000 0.000000 0.000000 0.000000
0.005438 0.000000 0.019855 0.000000 1.000000 0.000000 0.000000 0.000000
0.005458 0.000000 0.019853 0.000000 1.000000 0.000000 0.000000 0.000000
0.005479 0.000000 0.019852 0.000000 1.000000 0.000000 0.000000 0.000000
0.005500 0.000000 0.019851 0.000000 1.000000 0.000000 0.000000 0.000000
0.005521 0.000000 0.019850 0.000000 1.000000 0.000000 0.000000 0.000000
0.005542 0.000000 0.019849 0.000000 1.000000 0.000000 0.000000 0.000000
0.005563 0.000000 0.019848 0.000000 1.000000 0.000000 0.000000 0.000000
0.005583 0.000000 0.019847 0.000000 1.000000 0.000000 0.000000 0.000000
0.005604 0.000000 0.019846 0.000000 1.000000 0.000000 0.000000 0.000000
0.005625 0.000000 0.019844 0.000000 1.000000 0.000000 0.000000 0.000000
0.005646 0.000000 0.019843 0.000000 1.000000 0.000000 0.000000 0.000000
0.005667 0.000000 0.019842 0.000000 1.000000 0.000000 0.000000 0.000000
0.005688 0.000000 0.019841 0.000000 1.000000 0.000000 0.000000 0.000000
0.005708 0.000000 0.019840 0.000000 1.000000 0.000000 0.000000 0.000000
0.005729 0.000000 0.019839 0.000000 1.000000 0.000000 0.000000 0.000000
0.005750 0.000000 0.019837 0.000000 1.000000 0.000000 0.000000 0.000000
0.005771 0.000000 0.019836 0.000000 1.000000 0.000000 0.000000 0.000000
0.005792 0.000000 0.019835 0.000000 1.000000 0.000000 0.000000 0.000000
0.005813 0.000000 0.019834 0.000000 1.000000 0.000000 0.000000 0.000000
0.005833 0.000000 0.019833 0.000000 1.000000 0.000000 0.000000 0.000000
0.005854 0.000000 0.019831 0.000000 1.000000 0.000000 0.000000 0.000000
0.005875 0.000000 0.019830 0.000000 1.000000 0.000000 0.000000 0.000000
0.005896 0.000000 0.019829 0.000000 1.000000 0.000000 0.000000 0.000000
0.005917 0.000000 0.019828 0.000000 1.000000 0.000000 0.000000 0.000000
0.005938 0.000000 0.019827 0.000000 1.000000 0.000000 0.000000 0.000000
0.005958 0.000000 0.019825 0.000000 1.000000 0.000000 0.000000 0.000000
0.005979 0.000000 0.019824 0.000000 1.000000 0.000000 0.000000 0.000000
0.006000 0.000000 0.019823 0.000000 1.000000 0.000000 0.000000 0.000000
0.006021 0.000000 0.019822 0.000000 1.000000 0.000000 0.000000 0.000000
0.006042 0.000000 0.019821 0.000000 1.000000 0.000000 0.000000 0.000000
0.006063 0.000000 0.019819 0.000000 1.000000 0.000000 0.000000 0.000000
0.006083 0.000000 0.019818 0.000000 1.000000 0.000000 0.000000 0.000000
0.006104 0.000000 0.019817 0.000000 1.000000 0.000000 0.000000 0.000000
0.006125 0.000000 0.019816 0.000000 1.000000 0.000000 0.000000 0.000000
0.006146 0.000000 0.019814 0.000000 1.000000 0.000000 0.000000 0.000000
0.006167 0.000000 0.019813 0.000000 1.000000 0.000000 0.000000 0.000000
0.006188 0.000000 0.019812 0.000000 1.000000 0.000000 0.000000 0.000000
0.006208 0.000000 0.019810 0.000000 1.000000 0.000000 0.000000 0.000000
0.006229 0.000000 0.019809 0.000000 1.000000 0.000000 0.000000 0.000000
0.006250 0.000000 0.019808 0.000000 1.000000 0.000000 0.000000 0.000000
0.006271 0.000000 0.019807 0.000000 1.000000 0.000000 0.000000 0.000000
0.006292 0.000000 0.019805 0.000000 1.000000 0.000000 0.000000 0.000000
0.006313 0.000000 0.019804 0.000000 1.000000 0.000000 0.000000 0.000000
0.006333 0.000000 0.019803 0.000000 1.000000 0.000000 0.000000 0.000000
0.006354 0.000000 0.019802 0.000000 1.000000 0.000000 0.000000 0.000000
0.006375 0.000000 0.019800 0.000000 1.000000 0.000000 0.000000 0.000000
0.006396 0.000000 0.019799 0.000000 1.000000 0.000000 0.000000 0.000000
0.006417 0.000000 0.019798 0.000000 1.000000 0.000000 0.000000 0.000000
0.006438 0.000000 0.019796 0.000000 1.000000 0.000000 0.000000 0.000000
0.006458 0.000000 0.019795 0.000000 1.000000 0.000000 0.000000 0.000000
0.006479 0.000000 0.019794 0.000000 1.000000 0.000000 0.000000 0.000000
0.006500 0.000000 0.019792 0.000000 1.000000 0.000000 0.000000 0.000000
0.006521 0.000000 0.019791 0.000000 1.000000 0.000000 0.000000 0.000000
0.006542 0.000000 0.019790 0.000000 1.000000 0.000000 0.000000 0.000000
0.006563 0.000000 0.019788 0.000000 1.000000 0.000000 0.000000 0.000000
0.006583 0.000000 0.019787 0.000000 1.000000 0.000000 0.000000 0.000000
0.006604 0.000000 0.019786 0.000000 1.000000 0.000000 0.000000 0.000000
0.006625 0.000000 0.019784 0.000000 1.000000 0.000000 0.000000 0.000000
0.006646 0.000000 0.019783 0.000000 1.000000 0.000000 0.000000 0.000000
0.006667 0.000000 0.019782 0.000000 1.000000 0.000000 0.000000 0.000000
0.006688 0.000000 0.019780 0.000000 1.000000 0.000000 0.000000 0.000000
0.006708 0.000000 0.019779 0.000000 1.000000 0.000000 0.000000 0.000000
0.006729 0.000000 0.019777 0.000000 1.000000 0.000000 0.000000 0.000000
0.006750 0.000000 0.019776 0.000000 1.000000 0.000000 0.000000 0.000000
0.006771 0.000000 0.019775 0.000000 1.000000 0.000000 0.000000 0.000000
0.006792 0.000000 0.019773 0.000000 1.000000 0.000000 0.000000 0.000000
0.006813 0.000000 0.019772 0.000000 1.000000 0.000000 0.000000 0.000000
0.006833 0.000000 0.019770 0.000000 1.000000 0.000000 0.000000 0.000000
0.006854 0.000000 0.019769 0.000000 1.000000 0.000000 0.000000 0.000000
0.006875 0.000000 0.019768 0.000000 1.000000 0.000000 0.000000 0.000000
0.006896 0.000000 0.019766 0.000000 1.000000 0.000000 0.000000 0.000000
0.006917 0.000000 0.019765 0.000000 1.000000 0.000000 0.000000 0.000000
0.006938 0.000000 0.019763 0.000000 1.000000 0.000000 0.000000 0.000000
0.006958 0.000000 0.019762 0.000000 1.000000 0.000000 0.000000 0.000000
0.006979 0.000000 0.019761 0.000000 1.000000 0.000000 0.000000 0.000000
0.007000 0.000000 0.019759 0.000000 1.000000 0.000000 0.000000 0.000000
0.007021 0.000000 0.019758 0.000000 1.000000 0.000000 0.000000 0.000000
0.007042 0.000000 0.019756 0.000000 1.000000 0.000000 0.000000 0.000000
0.007063 0.000000 0.019755 0.000000 1.000000 0.000000 0.000000 0.000000
0.007083 0.000000 0.019753 0.000000 1.000000 0.000000 0.000000 0.000000
0.007104 0.000000 0.019752 0.000000 1.000000 0.000000 0.000000 0.000000
0.007125 0.000000 0.019751 0.000000 1.000000 0.000000 0.000000 0.000000
0.007146 0.000000 0.019749 0.000000 1.000000 0.000000 0.000000 0.000000
0.007167 0.000000 0.019748 0.000000 1.000000 0.000000 0.000000 0.000000
0.007188 0.000000 0.019746 0.000000 1.000000 0.000000 0.000000 0.000000
0.007208 0.000000 0.019745 0.000000 1.000000 0.000000 0.000000 0.000000
0.007229 0.000000 0.019743 0.000000 1.000000 0.000000 0.000000 0.000000
